setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yZQCl,323.15,0.1001,100,1124.2,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
yZQCl,323.15,0.1492,100,1162.2,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
yZQCl,323.15,0.1998,100,1193.8,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
yZQCl,323.15,0.3008,100,1244.4,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
yZQCl,323.15,0.4031,100,1287.5,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
yZQCl,323.15,0.5048,100,1317.2,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
yZQCl,323.15,0.6031,100,1343.2,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
yZQCl,323.15,0.6973,100,1364,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
yZQCl,323.15,0.7994,100,1383.3,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
yZQCl,323.15,0.8711,100,1396.6,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
yZQCl,323.15,1,100,1411.5,Papovic et al. (2017),Density,Liquid,AATNDc,CC1CCC(=O)O1,.gamma.-valerolactone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
