setid,"Solvent: MolaLity of 5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride, mol/kg","Temperature, K","MolaLity of N,N,N-trimethyl-1-hexadecanaminium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uLMCJ,0,298.15,0,100,997,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,8.5e-05,100,997.1,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00015,100,997.1,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00022,100,997.1,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00031,100,997.1,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00045,100,997.1,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00059,100,997.1,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00073,100,997.2,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00102,100,997.2,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00133,100,997.2,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00163,100,997.2,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00193,100,997.2,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00217,100,997.2,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
uLMCJ,0,298.15,0.00247,100,997.3,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
