setid,"Temperature, K","Solvent: MolaLity of 2-hydroxy-N,N,N-trimethylethanaminium hexanoate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MSoql,303.15,0.1,0.2576,100,1004.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.1,0.3091,100,1006.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.1,0.3557,100,1007.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.1,0.4099,100,1009.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.1,0.464,100,1010.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.1,0.4895,100,1011.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.15,0.051,100,999.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.15,0.0998,100,1000.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.15,0.1514,100,1002.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.15,0.2063,100,1004.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.15,0.2556,100,1005.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.15,0.3009,100,1007.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.15,0.351,100,1008.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.15,0.3996,100,1010,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.15,0.4495,100,1011.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.15,0.5001,100,1012.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.2,0.0508,100,999.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.2,0.1072,100,1001.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.2,0.1513,100,1002.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.2,0.1995,100,1004.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.2,0.2506,100,1005.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.2,0.3005,100,1007.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.2,0.3518,100,1008.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.2,0.4003,100,1010.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.2,0.4501,100,1011.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,303.15,0.2,0.4983,100,1013.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.05,0.0571,100,996.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.05,0.1084,100,998.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.05,0.1544,100,999.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.05,0.2147,100,1001.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.05,0.2582,100,1002.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.05,0.3036,100,1004.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.05,0.3528,100,1005.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.05,0.3955,100,1006.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.05,0.4513,100,1008.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.05,0.5036,100,1010.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.1,0.0498,100,996.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.1,0.1002,100,998.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.1,0.1532,100,999.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.1,0.2113,100,1001.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.1,0.2576,100,1003,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.1,0.3091,100,1004.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.1,0.3557,100,1005.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.1,0.4099,100,1007.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.1,0.464,100,1009.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.1,0.4895,100,1009.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.15,0.051,100,997.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.15,0.0998,100,999.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.15,0.1514,100,1000.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.15,0.2063,100,1002.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.15,0.2556,100,1004,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.15,0.3009,100,1005.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.15,0.351,100,1006.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.15,0.3996,100,1008.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.15,0.4495,100,1009.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.15,0.5001,100,1011.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.2,0.0508,100,997.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.2,0.1072,100,999.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.2,0.1513,100,1001,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.2,0.1995,100,1002.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.2,0.2506,100,1004,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.2,0.3005,100,1005.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.2,0.3518,100,1007,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.2,0.4003,100,1008.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.2,0.4501,100,1009.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,308.15,0.2,0.4983,100,1011.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.05,0.0571,100,994.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.05,0.1084,100,996.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.05,0.1544,100,997.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.05,0.2147,100,999.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.05,0.2582,100,1000.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.05,0.3036,100,1002.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.05,0.3528,100,1003.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.05,0.3955,100,1005,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.05,0.4513,100,1006.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.05,0.5036,100,1008.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.1,0.0498,100,994.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.1,0.1002,100,996.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.1,0.1532,100,997.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.1,0.2113,100,999.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.1,0.2576,100,1001.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.1,0.3091,100,1002.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.1,0.3557,100,1004,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.1,0.4099,100,1005.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.1,0.464,100,1007.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.1,0.4895,100,1008,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.15,0.051,100,995.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.15,0.0998,100,997.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.15,0.1514,100,998.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.15,0.2063,100,1000.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.15,0.2556,100,1002,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.15,0.3009,100,1003.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.15,0.351,100,1004.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.15,0.3996,100,1006.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
MSoql,313.15,0.15,0.4495,100,1007.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
