setid,"Temperature, K","MolaLity of methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vfuPn,303.15,0.1257,101,933.8,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,303.15,0.1587,101,937,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,303.15,0.2262,101,943.2,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,303.15,0.3162,101,949.8,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,308.15,0.0271,101,917.3,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,308.15,0.0587,101,920.7,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,308.15,0.0847,101,923,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,308.15,0.1257,101,927,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,308.15,0.1587,101,930.1,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,308.15,0.2262,101,936.1,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,308.15,0.3162,101,943.5,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,313.15,0.0271,101,911.1,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,313.15,0.0587,101,914.4,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,313.15,0.0847,101,917,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,313.15,0.1257,101,921,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,313.15,0.1587,101,924.1,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,313.15,0.2262,101,930.1,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
vfuPn,313.15,0.3162,101,936.9,Bahadur and Deenadayalu (2011),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
