setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rCMeC,323.15,0.05,100,1159.4,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,0.0996,100,1206.9,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,0.1502,100,1247,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,0.2006,100,1280,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,0.3001,100,1333,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,0.4021,100,1373,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,0.4992,100,1403,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,0.6103,100,1431,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,0.6912,100,1447,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,0.7817,100,1463,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,0.8991,100,1480,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
rCMeC,323.15,1,100,1492,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
