setid,"Temperature, K","MolaLity of 3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EDMlY,298.15,0.17241,0.01,100,1002,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,298.15,0.1918,0.07,100,1002.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,298.15,0.19289,0.01,100,1002.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,298.15,0.19358,0.04,100,1002.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0,0.01,100,994.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0,0.04,100,994.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0,0.07,100,994.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.01094,0.01,100,994.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.01182,0.07,100,995.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.01218,0.04,100,994.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.03014,0.01,100,995.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.03063,0.07,100,995.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.03109,0.04,100,995.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.04997,0.04,100,996,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.05043,0.01,100,995.7,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.05118,0.07,100,996.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.06984,0.07,100,996.7,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.07089,0.01,100,996.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.07128,0.04,100,996.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.09089,0.04,100,997,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.09128,0.07,100,997.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.09205,0.01,100,996.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.11097,0.01,100,997.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.11161,0.07,100,997.7,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.11203,0.04,100,997.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.13045,0.07,100,998.1,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.13117,0.01,100,997.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.13148,0.04,100,998,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.15092,0.07,100,998.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.15198,0.01,100,998.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.15229,0.04,100,998.4,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.16996,0.07,100,998.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.17174,0.04,100,998.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.17241,0.01,100,998.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.1918,0.07,100,999.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.19289,0.01,100,999.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,308.15,0.19358,0.04,100,999.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0,0.01,100,990.4,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0,0.04,100,990.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0,0.07,100,991,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.01094,0.01,100,990.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.01182,0.07,100,991.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.01218,0.04,100,991.1,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.03014,0.01,100,991.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.03063,0.07,100,991.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.03109,0.04,100,991.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.04997,0.04,100,992.1,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.05043,0.01,100,991.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.05118,0.07,100,992.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.06984,0.07,100,992.7,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.07089,0.01,100,992.4,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.07128,0.04,100,992.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.09089,0.04,100,993.1,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.09128,0.07,100,993.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.09205,0.01,100,992.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.11097,0.01,100,993.4,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.11161,0.07,100,993.6,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.11203,0.04,100,993.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.13045,0.07,100,994,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.13117,0.01,100,993.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.13148,0.04,100,994,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.15092,0.07,100,994.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
EDMlY,318.15,0.15198,0.01,100,994.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
