setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
byttr,298.15,0.6123,101,1209.4,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,298.15,0.6958,101,1232,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,298.15,0.811,101,1257.7,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,298.15,0.926,101,1279.9,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,298.15,0.9933,101,1292.2,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,298.15,1,101,1293.7,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,0,101,776.6,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,0.0011,101,778.5,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,0.0019,101,780,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,0.0024,101,781.1,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,0.4893,101,1164.6,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,0.6123,101,1205.3,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,0.6958,101,1227.9,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,0.811,101,1253.8,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,0.926,101,1275.9,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,0.9933,101,1288.3,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
byttr,303.15,1,101,1289.6,Pereiro and Rodriguez (2007a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
