setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MFSUK,303.15,0.2576,0.6254,100,1156.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.2784,0.5993,100,1153.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.2996,0.5767,100,1151.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.3282,0.5483,100,1150.1,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.3461,0.5279,100,1149.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.3682,0.5034,100,1148.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.3799,0.4918,100,1148.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.3903,0.4798,100,1148.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.4099,0.4582,100,1148.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.4226,0.4451,100,1149.1,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.4317,0.4359,100,1149.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.4545,0.4121,100,1150.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.478,0.3917,100,1152.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.4901,0.3799,100,1153.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.5024,0.368,100,1154.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.5273,0.3454,100,1157.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.5418,0.3327,100,1158.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.5561,0.3202,100,1160.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.5802,0.2975,100,1163.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.608,0.2722,100,1166.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.63,0.2522,100,1169.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.6579,0.2271,100,1172.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.6813,0.2068,100,1175.1,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.6949,0.1946,100,1176.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.7165,0.1776,100,1178.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.7366,0.1596,100,1180.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.7567,0.1422,100,1182,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,303.15,0.775,0.1235,100,1183.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.1859,0.7077,100,1162,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.21,0.6803,100,1158.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.2223,0.6663,100,1156.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.2348,0.6521,100,1155.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.2576,0.6254,100,1152.1,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.2784,0.5993,100,1149.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.2996,0.5767,100,1147.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.3282,0.5483,100,1145.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.3461,0.5279,100,1144.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.3682,0.5034,100,1144,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.3799,0.4918,100,1144,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.3903,0.4798,100,1144,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.4099,0.4582,100,1144.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.4226,0.4451,100,1144.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.4317,0.4359,100,1145.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.4545,0.4121,100,1146.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.478,0.3917,100,1148.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.4901,0.3799,100,1149.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.5024,0.368,100,1151,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.5273,0.3454,100,1153.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.5418,0.3327,100,1155.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.5561,0.3202,100,1157.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.5802,0.2975,100,1160.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.608,0.2722,100,1163.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.63,0.2522,100,1166.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.6579,0.2271,100,1170.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.6813,0.2068,100,1173,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.6949,0.1946,100,1174.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.7165,0.1776,100,1176.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.7366,0.1596,100,1178.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.7567,0.1422,100,1180.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
MFSUK,308.15,0.775,0.1235,100,1181.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
